Machine,Product,Period,Demand,Cost,Holding,Setup,s0
1,2,77,1,5,0.24,8,0.0
1,2,78,1,5,0.24,8,0.0
1,2,79,1,5,0.24,8,0.0
1,2,80,1,5,0.24,8,0.0
1,2,81,1,5,0.24,8,0.0
1,2,82,1,5,0.24,8,0.0
1,2,83,1,5,0.24,8,0.0
1,2,84,1,5,0.24,8,0.0
1,2,85,1,5,0.24,8,0.0
1,2,86,1,5,0.24,8,0.0
1,2,87,1,5,0.24,8,0.0
1,2,88,1,5,0.24,8,0.0
1,2,89,1,5,0.24,8,0.0
1,2,90,1,5,0.24,8,0.0
1,2,91,1,5,0.24,8,0.0
1,2,92,1,5,0.24,8,0.0
1,2,93,1,5,0.24,8,0.0
1,2,94,1,5,0.24,8,0.0
1,2,95,1,5,0.24,8,0.0
1,2,96,1,5,0.24,8,0.0
1,2,97,1,5,0.24,8,0.0
1,2,98,1,5,0.24,8,0.0
1,2,99,1,5,0.24,8,0.0
1,2,100,1,5,0.24,8,0.0
1,3,1,5,5,0.24,13,4.1
1,3,2,5,5,0.24,13,0.0
1,3,3,5,5,0.24,13,0.0
1,3,4,5,5,0.24,13,0.0
1,3,5,5,5,0.24,13,0.0
1,3,6,5,5,0.24,13,0.0
1,3,7,5,5,0.24,13,0.0
1,3,8,5,5,0.24,13,0.0
1,3,9,5,5,0.24,13,0.0
1,3,10,5,5,0.24,13,0.0
1,3,11,5,5,0.24,13,0.0
1,3,12,5,5,0.24,13,0.0
1,3,13,5,5,0.24,13,0.0
1,3,14,5,5,0.24,13,0.0
1,3,15,5,5,0.24,13,0.0
1,3,16,5,5,0.24,13,0.0
1,3,17,5,5,0.24,13,0.0
1,3,18,5,5,0.24,13,0.0
1,3,19,5,5,0.24,13,0.0
1,3,20,5,5,0.24,13,0.0
1,3,21,5,5,0.24,13,0.0
1,3,22,5,5,0.24,13,0.0
1,3,23,5,5,0.24,13,0.0
1,3,24,5,5,0.24,13,0.0
1,3,25,5,5,0.24,13,0.0
1,3,26,5,5,0.24,13,0.0
1,3,27,5,5,0.24,13,0.0
1,3,28,5,5,0.24,13,0.0
1,3,29,5,5,0.24,13,0.0
1,3,30,5,5,0.24,13,0.0
1,3,31,5,5,0.24,13,0.0
1,3,32,5,5,0.24,13,0.0
1,3,33,5,5,0.24,13,0.0
1,3,34,5,5,0.24,13,0.0
1,3,35,5,5,0.24,13,0.0
1,3,36,5,5,0.24,13,0.0
1,3,37,5,5,0.24,13,0.0
1,3,38,5,5,0.24,13,0.0
1,3,39,5,5,0.24,13,0.0
1,3,40,5,5,0.24,13,0.0
1,3,41,5,5,0.24,13,0.0
1,3,42,5,5,0.24,13,0.0
1,3,43,5,5,0.24,13,0.0
1,3,44,5,5,0.24,13,0.0
1,3,45,5,5,0.24,13,0.0
1,3,46,5,5,0.24,13,0.0
1,3,47,5,5,0.24,13,0.0
1,3,48,5,5,0.24,13,0.0
1,3,49,5,5,0.24,13,0.0
1,3,50,5,5,0.24,13,0.0
1,3,51,5,5,0.24,13,0.0
1,3,52,5,5,0.24,13,0.0
1,3,53,5,5,0.24,13,0.0
1,3,54,5,5,0.24,13,0.0
1,3,55,5,5,0.24,13,0.0
1,3,56,5,5,0.24,13,0.0
1,3,57,5,5,0.24,13,0.0
1,3,58,5,5,0.24,13,0.0
1,3,59,5,5,0.24,13,0.0
1,3,60,5,5,0.24,13,0.0
1,3,61,5,5,0.24,13,0.0
1,3,62,5,5,0.24,13,0.0
1,3,63,5,5,0.24,13,0.0
1,3,64,5,5,0.24,13,0.0
1,3,65,5,5,0.24,13,0.0
1,3,66,5,5,0.24,13,0.0
1,3,67,5,5,0.24,13,0.0
1,3,68,5,5,0.24,13,0.0
1,3,69,5,5,0.24,13,0.0
1,3,70,5,5,0.24,13,0.0
1,3,71,5,5,0.24,13,0.0
1,3,72,5,5,0.24,13,0.0
1,3,73,5,5,0.24,13,0.0
1,3,74,5,5,0.24,13,0.0
1,3,75,5,5,0.24,13,0.0
1,3,76,5,5,0.24,13,0.0
1,3,77,5,5,0.24,13,0.0
1,3,78,5,5,0.24,13,0.0
1,3,79,5,5,0.24,13,0.0
1,3,80,5,5,0.24,13,0.0
1,3,81,5,5,0.24,13,0.0
1,3,82,5,5,0.24,13,0.0
1,3,83,5,5,0.24,13,0.0
1,3,84,5,5,0.24,13,0.0
1,3,85,5,5,0.24,13,0.0
1,3,86,5,5,0.24,13,0.0
1,3,87,5,5,0.24,13,0.0
1,3,88,5,5,0.24,13,0.0
1,3,89,5,5,0.24,13,0.0
1,3,90,5,5,0.24,13,0.0
1,3,91,5,5,0.24,13,0.0
1,3,92,5,5,0.24,13,0.0
1,3,93,5,5,0.24,13,0.0
1,3,94,5,5,0.24,13,0.0
1,3,95,5,5,0.24,13,0.0
1,3,96,5,5,0.24,13,0.0
1,3,97,5,5,0.24,13,0.0
1,3,98,5,5,0.24,13,0.0
1,3,99,5,5,0.24,13,0.0
1,3,100,5,5,0.24,13,0.0
1,4,1,6,5,0.5,14,2.7
1,4,2,6,5,0.5,14,0.0
1,4,3,6,5,0.5,14,0.0
1,4,4,6,5,0.5,14,0.0
1,4,5,6,5,0.5,14,0.0
1,4,6,6,5,0.5,14,0.0
1,4,7,6,5,0.5,14,0.0
1,4,8,6,5,0.5,14,0.0
1,4,9,6,5,0.5,14,0.0
1,4,10,6,5,0.5,14,0.0
1,4,11,6,5,0.5,14,0.0
1,4,12,6,5,0.5,14,0.0
1,4,13,6,5,0.5,14,0.0
1,4,14,6,5,0.5,14,0.0
1,4,15,6,5,0.5,14,0.0
1,4,16,6,5,0.5,14,0.0
1,4,17,6,5,0.5,14,0.0
1,4,18,6,5,0.5,14,0.0
1,4,19,6,5,0.5,14,0.0
1,4,20,6,5,0.5,14,0.0
1,4,21,6,5,0.5,14,0.0
1,4,22,6,5,0.5,14,0.0
1,4,23,6,5,0.5,14,0.0
1,4,24,6,5,0.5,14,0.0
1,4,25,6,5,0.5,14,0.0
1,4,26,6,5,0.5,14,0.0
1,4,27,6,5,0.5,14,0.0
1,4,28,6,5,0.5,14,0.0
1,4,29,6,5,0.5,14,0.0
1,4,30,6,5,0.5,14,0.0
1,4,31,6,5,0.5,14,0.0
1,4,32,6,5,0.5,14,0.0
1,4,33,6,5,0.5,14,0.0
1,4,34,6,5,0.5,14,0.0
1,4,35,6,5,0.5,14,0.0
1,4,36,6,5,0.5,14,0.0
1,4,37,6,5,0.5,14,0.0
1,4,38,6,5,0.5,14,0.0
1,4,39,6,5,0.5,14,0.0
1,4,40,6,5,0.5,14,0.0
1,4,41,6,5,0.5,14,0.0
1,4,42,6,5,0.5,14,0.0
1,4,43,6,5,0.5,14,0.0
1,4,44,6,5,0.5,14,0.0
1,4,45,6,5,0.5,14,0.0
1,4,46,6,5,0.5,14,0.0
1,4,47,6,5,0.5,14,0.0
1,4,48,6,5,0.5,14,0.0
1,4,49,6,5,0.5,14,0.0
1,4,50,6,5,0.5,14,0.0
1,4,51,6,5,0.5,14,0.0
1,4,52,6,5,0.5,14,0.0
1,4,53,6,5,0.5,14,0.0
1,4,54,6,5,0.5,14,0.0
1,4,55,6,5,0.5,14,0.0
1,4,56,6,5,0.5,14,0.0
1,4,57,6,5,0.5,14,0.0
1,4,58,6,5,0.5,14,0.0
1,4,59,6,5,0.5,14,0.0
1,4,60,6,5,0.5,14,0.0
1,4,61,6,5,0.5,14,0.0
1,4,62,6,5,0.5,14,0.0
1,4,63,6,5,0.5,14,0.0
1,4,64,6,5,0.5,14,0.0
1,4,65,6,5,0.5,14,0.0
1,4,66,6,5,0.5,14,0.0
1,4,67,6,5,0.5,14,0.0
1,4,68,6,5,0.5,14,0.0
1,4,69,6,5,0.5,14,0.0
1,4,70,6,5,0.5,14,0.0
1,4,71,6,5,0.5,14,0.0
1,4,72,6,5,0.5,14,0.0
1,4,73,6,5,0.5,14,0.0
1,4,74,6,5,0.5,14,0.0
1,4,75,6,5,0.5,14,0.0
1,4,76,6,5,0.5,14,0.0
1,4,77,6,5,0.5,14,0.0
1,4,78,6,5,0.5,14,0.0
1,4,79,6,5,0.5,14,0.0
1,4,80,6,5,0.5,14,0.0
1,4,81,6,5,0.5,14,0.0
1,4,82,6,5,0.5,14,0.0
1,4,83,6,5,0.5,14,0.0
1,4,84,6,5,0.5,14,0.0
1,4,85,6,5,0.5,14,0.0
1,4,86,6,5,0.5,14,0.0
1,4,87,6,5,0.5,14,0.0
1,4,88,6,5,0.5,14,0.0
1,4,89,6,5,0.5,14,0.0
1,4,90,6,5,0.5,14,0.0
1,4,91,6,5,0.5,14,0.0
1,4,92,6,5,0.5,14,0.0
1,4,93,6,5,0.5,14,0.0
1,4,94,6,5,0.5,14,0.0
1,4,95,6,5,0.5,14,0.0
1,4,96,6,5,0.5,14,0.0
1,4,97,6,5,0.5,14,0.0
1,4,98,6,5,0.5,14,0.0
1,4,99,6,5,0.5,14,0.0
1,4,100,6,5,0.5,14,0.0
1,5,1,1,5,0.54,16,9.4
1,5,2,1,5,0.54,16,0.0
1,5,3,1,5,0.54,16,0.0
1,5,4,1,5,0.54,16,0.0
1,5,5,1,5,0.54,16,0.0
1,5,6,1,5,0.54,16,0.0
1,5,7,1,5,0.54,16,0.0
1,5,8,1,5,0.54,16,0.0
1,5,9,1,5,0.54,16,0.0
1,5,10,1,5,0.54,16,0.0
1,5,11,1,5,0.54,16,0.0
1,5,12,1,5,0.54,16,0.0
1,5,13,1,5,0.54,16,0.0
1,5,14,1,5,0.54,16,0.0
1,5,15,1,5,0.54,16,0.0
1,5,16,1,5,0.54,16,0.0
1,5,17,1,5,0.54,16,0.0
1,5,18,1,5,0.54,16,0.0
1,5,19,1,5,0.54,16,0.0
1,5,20,1,5,0.54,16,0.0
1,5,21,1,5,0.54,16,0.0
1,5,22,1,5,0.54,16,0.0
1,5,23,1,5,0.54,16,0.0
1,5,24,1,5,0.54,16,0.0
1,5,25,1,5,0.54,16,0.0
1,5,26,1,5,0.54,16,0.0
1,5,27,1,5,0.54,16,0.0
1,5,28,1,5,0.54,16,0.0
1,5,29,1,5,0.54,16,0.0
1,5,30,1,5,0.54,16,0.0
1,5,31,1,5,0.54,16,0.0
1,5,32,1,5,0.54,16,0.0
1,5,33,1,5,0.54,16,0.0
1,5,34,1,5,0.54,16,0.0
1,5,35,1,5,0.54,16,0.0
1,5,36,1,5,0.54,16,0.0
1,5,37,1,5,0.54,16,0.0
1,5,38,1,5,0.54,16,0.0
1,5,39,1,5,0.54,16,0.0
1,5,40,1,5,0.54,16,0.0
1,5,41,1,5,0.54,16,0.0
1,5,42,1,5,0.54,16,0.0
1,5,43,1,5,0.54,16,0.0
1,5,44,1,5,0.54,16,0.0
1,5,45,1,5,0.54,16,0.0
1,5,46,1,5,0.54,16,0.0
1,5,47,1,5,0.54,16,0.0
1,5,48,1,5,0.54,16,0.0
1,5,49,1,5,0.54,16,0.0
1,5,50,1,5,0.54,16,0.0
1,5,51,1,5,0.54,16,0.0
1,5,52,1,5,0.54,16,0.0
1,5,53,1,5,0.54,16,0.0
1,5,54,1,5,0.54,16,0.0
1,5,55,1,5,0.54,16,0.0
1,5,56,1,5,0.54,16,0.0
1,5,57,1,5,0.54,16,0.0
1,5,58,1,5,0.54,16,0.0
1,5,59,1,5,0.54,16,0.0
1,5,60,1,5,0.54,16,0.0
1,5,61,1,5,0.54,16,0.0
1,5,62,1,5,0.54,16,0.0
1,5,63,1,5,0.54,16,0.0
1,5,64,1,5,0.54,16,0.0
1,5,65,1,5,0.54,16,0.0
1,5,66,1,5,0.54,16,0.0
1,5,67,1,5,0.54,16,0.0
1,5,68,1,5,0.54,16,0.0
1,5,69,1,5,0.54,16,0.0
1,5,70,1,5,0.54,16,0.0
1,5,71,1,5,0.54,16,0.0
1,5,72,1,5,0.54,16,0.0
1,5,73,1,5,0.54,16,0.0
1,5,74,1,5,0.54,16,0.0
1,5,75,1,5,0.54,16,0.0
1,5,76,1,5,0.54,16,0.0
1,5,77,1,5,0.54,16,0.0
1,5,78,1,5,0.54,16,0.0
1,5,79,1,5,0.54,16,0.0
1,5,80,1,5,0.54,16,0.0
1,5,81,1,5,0.54,16,0.0
1,5,82,1,5,0.54,16,0.0
1,5,83,1,5,0.54,16,0.0
1,5,84,1,5,0.54,16,0.0
1,5,85,1,5,0.54,16,0.0
1,5,86,1,5,0.54,16,0.0
1,5,87,1,5,0.54,16,0.0
1,5,88,1,5,0.54,16,0.0
1,5,89,1,5,0.54,16,0.0
1,5,90,1,5,0.54,16,0.0
1,5,91,1,5,0.54,16,0.0
1,5,92,1,5,0.54,16,0.0
1,5,93,1,5,0.54,16,0.0
1,5,94,1,5,0.54,16,0.0
1,5,95,1,5,0.54,16,0.0
1,5,96,1,5,0.54,16,0.0
1,5,97,1,5,0.54,16,0.0
1,5,98,1,5,0.54,16,0.0
1,5,99,1,5,0.54,16,0.0
1,5,100,1,5,0.54,16,0.0
1,6,1,4,3,0.36,9,3.8
1,6,2,4,3,0.36,9,0.0
1,6,3,4,3,0.36,9,0.0
1,6,4,4,3,0.36,9,0.0
1,6,5,4,3,0.36,9,0.0
1,6,6,4,3,0.36,9,0.0
1,6,7,4,3,0.36,9,0.0
1,6,8,4,3,0.36,9,0.0
1,6,9,4,3,0.36,9,0.0
1,6,10,4,3,0.36,9,0.0
1,6,11,4,3,0.36,9,0.0
1,6,12,4,3,0.36,9,0.0
1,6,13,4,3,0.36,9,0.0
1,6,14,4,3,0.36,9,0.0
1,6,15,4,3,0.36,9,0.0
1,6,16,4,3,0.36,9,0.0
1,6,17,4,3,0.36,9,0.0
1,6,18,4,3,0.36,9,0.0
1,6,19,4,3,0.36,9,0.0
1,6,20,4,3,0.36,9,0.0
1,6,21,4,3,0.36,9,0.0
1,6,22,4,3,0.36,9,0.0
1,6,23,4,3,0.36,9,0.0
1,6,24,4,3,0.36,9,0.0
1,6,25,4,3,0.36,9,0.0
1,6,26,4,3,0.36,9,0.0
1,6,27,4,3,0.36,9,0.0
1,6,28,4,3,0.36,9,0.0
1,6,29,4,3,0.36,9,0.0
1,6,30,4,3,0.36,9,0.0
1,6,31,4,3,0.36,9,0.0
1,6,32,4,3,0.36,9,0.0
1,6,33,4,3,0.36,9,0.0
1,6,34,4,3,0.36,9,0.0
1,6,35,4,3,0.36,9,0.0
1,6,36,4,3,0.36,9,0.0
1,6,37,4,3,0.36,9,0.0
1,6,38,4,3,0.36,9,0.0
1,6,39,4,3,0.36,9,0.0
1,6,40,4,3,0.36,9,0.0
1,6,41,4,3,0.36,9,0.0
1,6,42,4,3,0.36,9,0.0
1,6,43,4,3,0.36,9,0.0
1,6,44,4,3,0.36,9,0.0
1,6,45,4,3,0.36,9,0.0
1,6,46,4,3,0.36,9,0.0
1,6,47,4,3,0.36,9,0.0
1,6,48,4,3,0.36,9,0.0
1,6,49,4,3,0.36,9,0.0
1,6,50,4,3,0.36,9,0.0
1,6,51,4,3,0.36,9,0.0
1,6,52,4,3,0.36,9,0.0
1,6,53,4,3,0.36,9,0.0
1,6,54,4,3,0.36,9,0.0
1,6,55,4,3,0.36,9,0.0
1,6,56,4,3,0.36,9,0.0
1,6,57,4,3,0.36,9,0.0
1,6,58,4,3,0.36,9,0.0
1,6,59,4,3,0.36,9,0.0
1,6,60,4,3,0.36,9,0.0
1,6,61,4,3,0.36,9,0.0
1,6,62,4,3,0.36,9,0.0
1,6,63,4,3,0.36,9,0.0
1,6,64,4,3,0.36,9,0.0
1,6,65,4,3,0.36,9,0.0
1,6,66,4,3,0.36,9,0.0
1,6,67,4,3,0.36,9,0.0
1,6,68,4,3,0.36,9,0.0
1,6,69,4,3,0.36,9,0.0
1,6,70,4,3,0.36,9,0.0
1,6,71,4,3,0.36,9,0.0
1,6,72,4,3,0.36,9,0.0
1,6,73,4,3,0.36,9,0.0
1,6,74,4,3,0.36,9,0.0
1,6,75,4,3,0.36,9,0.0
1,6,76,4,3,0.36,9,0.0
1,6,77,4,3,0.36,9,0.0
1,6,78,4,3,0.36,9,0.0
1,6,79,4,3,0.36,9,0.0
1,6,80,4,3,0.36,9,0.0
1,6,81,4,3,0.36,9,0.0
1,6,82,4,3,0.36,9,0.0
1,6,83,4,3,0.36,9,0.0
1,6,84,4,3,0.36,9,0.0
1,6,85,4,3,0.36,9,0.0
1,6,86,4,3,0.36,9,0.0
1,6,87,4,3,0.36,9,0.0
1,6,88,4,3,0.36,9,0.0
1,6,89,4,3,0.36,9,0.0
1,6,90,4,3,0.36,9,0.0
1,6,91,4,3,0.36,9,0.0
1,6,92,4,3,0.36,9,0.0
1,6,93,4,3,0.36,9,0.0
1,6,94,4,3,0.36,9,0.0
1,6,95,4,3,0.36,9,0.0
1,6,96,4,3,0.36,9,0.0
1,6,97,4,3,0.36,9,0.0
1,6,98,4,3,0.36,9,0.0
1,6,99,4,3,0.36,9,0.0
1,6,100,4,3,0.36,9,0.0
1,7,1,3,2,0.55,17,4.4
1,7,2,3,2,0.55,17,0.0
1,7,3,3,2,0.55,17,0.0
1,7,4,3,2,0.55,17,0.0
1,7,5,3,2,0.55,17,0.0
1,7,6,3,2,0.55,17,0.0
1,7,7,3,2,0.55,17,0.0
1,7,8,3,2,0.55,17,0.0
1,7,9,3,2,0.55,17,0.0
1,7,10,3,2,0.55,17,0.0
1,7,11,3,2,0.55,17,0.0
1,7,12,3,2,0.55,17,0.0
1,7,13,3,2,0.55,17,0.0
1,7,14,3,2,0.55,17,0.0
1,7,15,3,2,0.55,17,0.0
1,7,16,3,2,0.55,17,0.0
1,7,17,3,2,0.55,17,0.0
1,7,18,3,2,0.55,17,0.0
1,7,19,3,2,0.55,17,0.0
1,7,20,3,2,0.55,17,0.0
1,7,21,3,2,0.55,17,0.0
1,7,22,3,2,0.55,17,0.0
1,7,23,3,2,0.55,17,0.0
1,7,24,3,2,0.55,17,0.0
1,7,25,3,2,0.55,17,0.0
1,7,26,3,2,0.55,17,0.0
1,7,27,3,2,0.55,17,0.0
1,7,28,3,2,0.55,17,0.0
1,7,29,3,2,0.55,17,0.0
1,7,30,3,2,0.55,17,0.0
1,7,31,3,2,0.55,17,0.0
1,7,32,3,2,0.55,17,0.0
1,7,33,3,2,0.55,17,0.0
1,7,34,3,2,0.55,17,0.0
1,7,35,3,2,0.55,17,0.0
1,7,36,3,2,0.55,17,0.0
1,7,37,3,2,0.55,17,0.0
1,7,38,3,2,0.55,17,0.0
1,7,39,3,2,0.55,17,0.0
1,7,40,3,2,0.55,17,0.0
1,7,41,3,2,0.55,17,0.0
1,7,42,3,2,0.55,17,0.0
1,7,43,3,2,0.55,17,0.0
1,7,44,3,2,0.55,17,0.0
1,7,45,3,2,0.55,17,0.0
1,7,46,3,2,0.55,17,0.0
1,7,47,3,2,0.55,17,0.0
1,7,48,3,2,0.55,17,0.0
1,7,49,3,2,0.55,17,0.0
1,7,50,3,2,0.55,17,0.0
1,7,51,3,2,0.55,17,0.0
1,7,52,3,2,0.55,17,0.0
1,7,53,3,2,0.55,17,0.0
1,7,54,3,2,0.55,17,0.0
1,7,55,3,2,0.55,17,0.0
1,7,56,3,2,0.55,17,0.0
1,7,57,3,2,0.55,17,0.0
1,7,58,3,2,0.55,17,0.0
1,7,59,3,2,0.55,17,0.0
1,7,60,3,2,0.55,17,0.0
1,7,61,3,2,0.55,17,0.0
1,7,62,3,2,0.55,17,0.0
1,7,63,3,2,0.55,17,0.0
1,7,64,3,2,0.55,17,0.0
1,7,65,3,2,0.55,17,0.0
1,7,66,3,2,0.55,17,0.0
1,7,67,3,2,0.55,17,0.0
1,7,68,3,2,0.55,17,0.0
1,7,69,3,2,0.55,17,0.0
1,7,70,3,2,0.55,17,0.0
1,7,71,3,2,0.55,17,0.0
1,7,72,3,2,0.55,17,0.0
1,7,73,3,2,0.55,17,0.0
1,7,74,3,2,0.55,17,0.0
1,7,75,3,2,0.55,17,0.0
1,7,76,3,2,0.55,17,0.0
1,7,77,3,2,0.55,17,0.0
1,7,78,3,2,0.55,17,0.0
1,7,79,3,2,0.55,17,0.0
1,7,80,3,2,0.55,17,0.0
1,7,81,3,2,0.55,17,0.0
1,7,82,3,2,0.55,17,0.0
1,7,83,3,2,0.55,17,0.0
1,7,84,3,2,0.55,17,0.0
1,7,85,3,2,0.55,17,0.0
1,7,86,3,2,0.55,17,0.0
1,7,87,3,2,0.55,17,0.0
1,7,88,3,2,0.55,17,0.0
1,7,89,3,2,0.55,17,0.0
1,7,90,3,2,0.55,17,0.0
1,7,91,3,2,0.55,17,0.0
1,7,92,3,2,0.55,17,0.0
1,7,93,3,2,0.55,17,0.0
1,7,94,3,2,0.55,17,0.0
1,7,95,3,2,0.55,17,0.0
1,7,96,3,2,0.55,17,0.0
1,7,97,3,2,0.55,17,0.0
